,airline,manufacturer,model
N748UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N749SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N749US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N750AA,KLUGOW RICHARD DOUGLAS,RICHARD DOUGLAS KLUGOW,Z750
N750EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N750SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N750UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N751AA,NITAJET X LLC,CESSNA,750
N751EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N751SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N751UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N752EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N752SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N752US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N753EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N753US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N75425,UNITED AIRLINES INC,BOEING,737-924ER
N75426,UNITED AIRLINES INC,BOEING,737-924ER
N75428,UNITED AIRLINES INC,BOEING,737-924ER
N75429,UNITED AIRLINES INC,BOEING,737-924ER
N75432,UNITED AIRLINES INC,BOEING,737-924ER
N75433,UNITED AIRLINES INC,BOEING,737-924ER
N75436,UNITED AIRLINES INC,BOEING,737-924ER
N754EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N754SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N754UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N755EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N755SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N755US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N756AA,OTTOLINI ALEXANDER C,BEECH,35-33
N756SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N756US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N757AA,STATE UNIVERSITY OF NEW YORK,CESSNA,152
N757LV,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N757UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N75851,UNITED AIRLINES INC,BOEING,757-324
N75853,UNITED AIRLINES INC,BOEING,757-324
N75854,UNITED AIRLINES INC,BOEING,757-324
N75858,UNITED AIRLINES INC,BOEING,757-324
N75861,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N758AA,DEGONGE SAMUEL A,CESSNA,R172K
N758EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N758SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N758US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N759EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N759GS,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N760EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N760JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N760SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N760US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N761ND,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N761RR,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N76254,UNITED AIRLINES INC,BOEING,737-824
N76265,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N76269,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N76288,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N762AA,IDAHO STATE UNIVERSITY,BEECH,M35
N762SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N762US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N763JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N763SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N763US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N764AA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,CESSNA,172M
N764SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N764US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N76502,UNITED AIRLINES INC,BOEING,737-824
N76503,UNITED AIRLINES INC,BOEING,737-824
N76504,UNITED AIRLINES INC,BOEING,737-824
N76505,UNITED AIRLINES INC,BOEING,737-824
N76508,UNITED AIRLINES INC,BOEING,737-824
N76514,UNITED AIRLINES INC,BOEING,737-824
N76515,UNITED AIRLINES INC,BOEING,737-824
N76516,UNITED AIRLINES INC,BOEING,737-824
N76517,UNITED AIRLINES INC,BOEING,737-824
N76519,UNITED AIRLINES INC,BOEING,737-824
N76522,UNITED AIRLINES INC,BOEING,737-824
N76523,UNITED AIRLINES INC,BOEING,737-824
N76526,UNITED AIRLINES INC,BOEING,737-824
N76528,UNITED AIRLINES INC,BOEING,737-824
N76529,UNITED AIRLINES INC,BOEING,737-824
N76532,UNITED AIRLINES INC,BOEING,737-824
N76533,UNITED AIRLINES INC,BOEING,737-824
N765AA,WIENS MICHAEL J,BEECH,35-33
N765SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N765US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N766JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N766SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N766US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N767AA,WHIRLWIND GROUP LLC,HENDERSON THOMAS F,VANS RV-8
N767SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N767UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N768AA,AMERICAN AIRLINES INC,BOEING,777-223
N768JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N768SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N768US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N769SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N769US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N7701B,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N
N7702A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7703A,AFS INVESTMENTS 54 LLC,BOEING,737-76N
N7704B,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7705A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N
N7706A,AFS INVESTMENTS 56 LLC,BOEING,737-76N
N7707C,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N
N7708E,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N
N7709A,AFS INVESTMENTS 55 LLC,BOEING,737-76N
N770AA,DAVISON INDUSTRIES INC,BEECH,A36
N770SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N770UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N7710A,AFS INVESTMENTS 56 LLC,BOEING,737-76N
N7711N,AFS INVESTMENTS 57 LLC,BOEING,737-76N
N7712G,AFS INVESTMENTS 54 LLC,BOEING,737-76N
N7713A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7714B,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N
N7715E,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7716A,AFS INVESTMENTS 55 LLC,BOEING,737-76N
N7717D,AFS INVESTMENTS 56 LLC,BOEING,737-76N
N7718B,AFS INVESTMENTS 57 LLC,BOEING,737-76N
N7719A,AFS INVESTMENTS 54 LLC,BOEING,737-76N
N771SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N7720F,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7721E,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7722B,AFS INVESTMENTS 55 LLC,BOEING,737-76N
N7723E,AFS INVESTMENTS 56 LLC,BOEING,737-76N
N7724A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N77258,UNITED AIRLINES INC,BOEING,737-824
N7725A,AFS INVESTMENTS 57 LLC,BOEING,737-76N
N77261,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N7726A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7727A,AFS INVESTMENTS 54 LLC,BOEING,737-76N
N7728D,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N77295,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N77296,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N7729A,AFS INVESTMENTS 55 LLC,BOEING,737-76N
N772SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N7730A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7731A,AFS INVESTMENTS 56 LLC,BOEING,737-76N
N7732A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7733B,AFS INVESTMENTS 57 LLC,BOEING,737-76N
N7734H,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7735A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7736A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7737E,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7738A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7739A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N773SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N7740A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7741C,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7742B,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N77430,UNITED AIRLINES INC,BOEING,737-924ER
N77431,UNITED AIRLINES INC,BOEING,737-924ER
N7743B,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7744A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7745A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7746C,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7747C,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7748A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N7749B,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N774SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N7750A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N77510,UNITED AIRLINES INC,BOEING,737-824
N77518,UNITED AIRLINES INC,BOEING,737-824
N7751A,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N77520,UNITED AIRLINES INC,BOEING,737-824
N77525,UNITED AIRLINES INC,BOEING,737-824
N7752B,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N77530,UNITED AIRLINES INC,BOEING,737-824
N77535,UNITED AIRLINES INC,BOEING,737-824
N77536,UNITED AIRLINES INC,BOEING,737-824
N77537,UNITED AIRLINES INC,BOEING,737-800
N77538,UNITED AIRLINES INC,BOEING,737-800
N775JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N775SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N776WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N777QC,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N77865,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N77867,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N77871,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N778SK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N778SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N779JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N779SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N780SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N7811F,AIRCRAFT MSN 28654 STATUTORY TRUST,BOEING,737-76N
N7812G,AIRCRAFT MSN 32582 STATUTORY TRUST,BOEING,737-76N
N7813P,SOUTHWEST AIRLINES CO,BOEING,737-7K9
N7814B,SOUTHWEST AIRLINES CO,BOEING,737-7K9
N7815L,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76Q
N7816B,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7L9
N7817J,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7L9
N7818L,WILMINGTON TRUST NA TRUSTEE,BOEING,737-76N
N7819A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8
N781WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N7820L,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P
N7821L,SOUTHWEST AIRLINES CO,BOEING,737-7CT
N7822A,SOUTHWEST AIRLINES CO,BOEING,737-76N
N7823A,SOUTHWEST AIRLINES CO,BOEING,737-7CT
N7824A,SOUTHWEST AIRLINES CO,BOEING,737-7BK
N7825A,SOUTHWEST AIRLINES CO,BOEING,737-7CT
N7826B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P
N7827A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P
N78285,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N7828A,SOUTHWEST AIRLINES CO,BOEING,737-7CT
N7829B,SOUTHWEST AIRLINES CO,BOEING,737-7CT
N782SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N7830A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7L9
N7831B,SOUTHWEST AIRLINES CO,BOEING,737-7CT
N7832A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P
N7833A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P
N7834A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-752
N7835A,SOUTHWEST AIRLINES CO,BOEING,737-752
N7836A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7L9
N7837A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-752
N7838A,AFS INVESTMENTS 56 LLC,BOEING,737-73V
N7839A,AFS INVESTMENTS 56 LLC,BOEING,737-73V
N783SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N7840A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-73V
N7841A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7L9
N7842A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-73V
N78438,UNITED AIRLINES INC,BOEING,737-924ER
N7843A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-752
N7844A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-752
N7845A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-71B
N7846A,AFS INVESTMENTS 56 LLC,BOEING,737-76N
N7847A,AFS INVESTMENTS 56 LLC,BOEING,737-752
N7848A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-752
N7849A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-71B
N784JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N784SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N78501,UNITED AIRLINES INC,BOEING,737-824
N78506,UNITED AIRLINES INC,BOEING,737-824
N78509,UNITED AIRLINES INC,BOEING,737-824
N7850B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8
N78511,UNITED AIRLINES INC,BOEING,737-824
N7851A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8
N78524,UNITED AIRLINES INC,BOEING,737-824
N7852A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-71B
N7853B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8
N7854B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-71B
N7855A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P
N7856A,WILMINGTON TRUST COMPANY TRUSTEE,BOEING,737-7Q8
N7857B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P
N7858A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P
N785SK,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N785SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N786SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N7873A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8
N7874B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8
N7875A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8
N7876A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8
N7877H,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8
N7878A,SOUTHWEST AIRLINES CO,BOEING,737-7K9
N7879A,SOUTHWEST AIRLINES CO,BOEING,737-7K9
N787SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N7880D,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7K5
N7881A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7CT
N7882B,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76Q
N7883A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76Q
N7884G,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N
N7885A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N
N78866,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N788SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N789JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N789SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N790SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N791SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N79279,UNITED AIRLINES INC,BOEING,737-824
N792SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N793JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N793SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N794JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N794SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N79521,UNITED AIRLINES INC,BOEING,737-824
N795SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N796JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N796SK,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2C10
N796SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N797MX,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N798SW,SOUTHWEST AIRLINES CO,BOEING,737-7AD
N799SW,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8
N801AA,ARLIS AIR LLC,PIPER,PA-31-350
N801AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N801DZ,DELTA AIR LINES INC,BOEING,737-932ER
N801UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N802AA,AERO LEASING,CESSNA,208B
N802AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N802DN,DELTA AIR LINES INC,BOEING,737-932ER
N802UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N803AA,LOCKER FRED,AIR TRACTOR INC,AT-802A
N803AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N803DN,DELTA AIR LINES INC,BOEING,737-932ER
N803UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N804AA,AIR TRACTOR INC,AIR TRACTOR INC,AT-802
N804AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N804DN,DELTA AIR LINES INC,BOEING,737-932ER
N804JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N804UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N805AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N805DN,DELTA AIR LINES INC,BOEING,737-932ER
N805JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N805UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N806AA,AMERICAN AIRLINES INC,BOEING,787-8
N806AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N806DN,DELTA AIR LINES INC,BOEING,737-932ER
N806JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N806UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N807AA,AMERICAN AIRLINES INC,BOEING,787-8
N807AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N807DN,DELTA AIR LINES INC,BOEING,737-932ER
N807JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N807UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N808AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N808DN,DELTA AIR LINES INC,BOEING,737-932ER
N808UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N809AA,AMERICAN AIRLINES INC,BOEING,787-8
N809AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N809DN,DELTA AIR LINES INC,BOEING,737-932ER
N809JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N809UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N810AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N810DN,DELTA AIR LINES INC,BOEING,737-932ER
N810UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N811DZ,DELTA AIR LINES INC,BOEING,737-932ER
N811UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N812AA,AMERICAN AIRLINES INC,BOEING,787-8
N812AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N812DN,DELTA AIR LINES INC,BOEING,737-932ER
N812UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N813AW,WILMINGTON TRUST CO TRUSTEE,AIRBUS INDUSTRIE,A319-132
N813DN,DELTA AIR LINES INC,BOEING,737-932ER
N813UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N81449,UNITED AIRLINES INC,BOEING,737-924ER
N814AA,AMERICAN AIRLINES INC,BOEING,787-8
N814AW,WILMINGTON TRUST CO TRUSTEE,AIRBUS INDUSTRIE,A319-132
N814DN,DELTA AIR LINES INC,BOEING,737-932ER
N814UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N815AA,AMERICAN AIRLINES INC,BOEING,787-8
N815AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N815DN,DELTA AIR LINES INC,BOEING,737-932ER
N815UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N816AA,AMERICAN AIRLINES INC,BOEING,787-8
N816AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N816DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N816UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N817AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N817DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N817UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N818AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N818DA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N818UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N819AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N819DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N819UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N820AS,WELLS FARGO BANK NORTHWEST NA TRUSTEE,CANADAIR,CL-600-2B19
N820AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N820DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N820UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N821AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N821DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N821JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N821UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N822AA,USA JET AIRLINES INC,DASSAULT/SUD,FAN JET FALCON
N822AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N822DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N822DX,DELTA AIRLINES INC,BOEING,757-26D
N822UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N823AS,SKYWEST AIRLINES INC,CANADAIR,CL-600-2B19
N823AW,WILMINGTON TRUST CO TRUSTEE,AIRBUS INDUSTRIE,A319-132
N823DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N823UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N824AA,MACLENNAN DONALD J,MOONEY AIRCRAFT CORP.,M20K
N824AS,SKYWEST AIRLINES INC,CANADAIR,CL-600-2B19
N824AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N824DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N824UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N825AA,AMERICAN AIRLINES INC,BOEING,787-9
N825AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N825DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N825UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N826AA,USA JET AIRLINES INC,DASSAULT AVIATION,MYSTERE FALCON 20
N826AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N826DN,DELTA AIR LINES INC,BOEING,737-932ER
N826UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N827AA,USA JET AIRLINES INC,DASSAULT/SUD,FAN JET FALCON
N827AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N827DN,DELTA AIR LINES INC,BOEING,737-932ER
N827JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N827UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N828AA,AMERICAN AIRLINES INC,BOEING,787-9
N828AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N828DN,DELTA AIR LINES INC,BOEING,737-932ER
N828UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
